50,8.8818e-16
51,2.2204e-14
52,2.8311e-13
53,2.4536e-12
54,1.6255e-11
55,8.7779e-11
56,4.0235e-10
57,1.6097e-09
58,5.7363e-09
59,1.8494e-08
60,5.4607e-08
61,1.4911e-07
62,3.7963e-07
63,9.0723e-07
64,2.0467e-06
65,4.3801e-06
66,8.9300e-06
67,1.7408e-05
68,3.2550e-05
69,5.8549e-05
70,1.0156e-04
71,1.7028e-04
72,2.7649e-04
73,4.3559e-04
74,6.6690e-04
75,9.9373e-04
76,1.4431e-03
77,2.0449e-03
78,2.8306e-03
79,3.8315e-03
80,5.0763e-03
81,6.5888e-03
82,8.3847e-03
83,1.0469e-02
84,1.2835e-02
85,1.5460e-02
86,1.8307e-02
87,2.1324e-02
88,2.4445e-02
89,2.7593e-02
90,3.0682e-02
91,3.3623e-02
92,3.6328e-02
93,3.8713e-02
94,4.0706e-02
95,4.2245e-02
96,4.3287e-02
97,4.3807e-02
98,4.3798e-02
99,4.3272e-02
100,4.2259e-02
101,4.0803e-02
102,3.8962e-02
103,3.6801e-02
104,3.4390e-02
105,3.1802e-02
106,2.9108e-02
107,2.6375e-02
108,2.3663e-02
109,2.1024e-02
110,1.8501e-02
111,1.6128e-02
112,1.3929e-02
113,1.1921e-02
114,1.0111e-02
115,8.5002e-03
116,7.0839e-03
117,5.8529e-03
118,4.7948e-03
119,3.8953e-03
120,3.1384e-03
121,2.5080e-03
122,1.9881e-03
123,1.5635e-03
124,1.2198e-03
125,9.4436e-04
126,7.2547e-04
127,5.5308e-04
128,4.1848e-04
129,3.1428e-04
130,2.3428e-04
131,1.7337e-04
132,1.2737e-04
133,9.2904e-05
134,6.7281e-05
135,4.8382e-05
136,3.4548e-05
137,2.4499e-05
138,1.7253e-05
139,1.2067e-05
140,8.3830e-06
141,5.7844e-06
142,3.9646e-06
143,2.6993e-06
144,1.8257e-06
145,1.2267e-06
146,8.1889e-07
147,5.4310e-07
148,3.5787e-07
149,2.3431e-07
150,1.5243e-07
151,9.8535e-08
152,6.3293e-08
153,4.0401e-08
154,2.5627e-08
155,1.6155e-08
156,1.0120e-08
157,6.3008e-09
158,3.8987e-09
159,2.3976e-09
160,1.4654e-09
161,8.9024e-10
162,5.3753e-10
163,3.2259e-10
164,1.9243e-10
165,1.1410e-10
166,6.7247e-11
167,3.9395e-11
168,2.2941e-11
169,1.3279e-11
170,7.6408e-12
171,4.3703e-12
172,2.4848e-12
173,1.4044e-12
174,7.8905e-13
175,4.4069e-13
176,2.4467e-13
177,1.3504e-13
178,7.4089e-14
179,4.0408e-14
180,2.1908e-14
181,1.1808e-14
182,6.3262e-15
183,3.3693e-15
184,1.7839e-15
185,9.3885e-16
186,4.9119e-16
187,2.5545e-16
188,1.3206e-16
189,6.7864e-17
190,3.4667e-17
191,1.7603e-17
192,8.8844e-18
193,4.4572e-18
194,2.2227e-18
195,1.1017e-18
196,5.4276e-19
197,2.6577e-19
198,1.2935e-19
199,6.2569e-20
200,3.0080e-20
201,1.4372e-20
202,6.8246e-21
203,3.2205e-21
204,1.5103e-21
205,7.0387e-22
206,3.2597e-22
207,1.5001e-22
208,6.8594e-23
209,3.1166e-23
210,1.4070e-23
211,6.3110e-24
212,2.8124e-24
213,1.2451e-24
214,5.4765e-25
215,2.3928e-25
216,1.0385e-25
217,4.4774e-26
218,1.9173e-26
219,8.1546e-27
220,3.4446e-27
221,1.4450e-27
222,6.0198e-28
223,2.4902e-28
224,1.0229e-28
225,4.1716e-29
226,1.6891e-29
227,6.7894e-30
228,2.7091e-30
229,1.0730e-30
230,4.2181e-31
231,1.6457e-31
232,6.3717e-32
233,2.4479e-32
234,9.3313e-33
235,3.5289e-33
236,1.3239e-33
237,4.9268e-34
238,1.8184e-34
239,6.6558e-35
240,2.4157e-35
241,8.6931e-36
242,3.1012e-36
243,1.0966e-36
244,3.8434e-37
245,1.3348e-37
246,4.5932e-38
247,1.5658e-38
248,5.2871e-39
249,1.7680e-39
250,5.8540e-40
251,1.9189e-40
252,6.2259e-41
253,1.9990e-41
254,6.3499e-42
255,1.9953e-42
256,6.2001e-43
257,1.9048e-43
258,5.7843e-44
259,1.7357e-44
260,5.1449e-45
261,1.5061e-45
262,4.3524e-46
263,1.2413e-46
264,3.4924e-47
265,9.6895e-48
266,2.6499e-48
267,7.1399e-49
268,1.8945e-49
269,4.9478e-50
270,1.2711e-50
271,3.2106e-51
272,7.9670e-52
273,1.9410e-52
274,4.6391e-53
275,1.0868e-53
276,2.4935e-54
277,5.5968e-55
278,1.2277e-55
279,2.6285e-56
280,5.4855e-57
281,1.1142e-57
282,2.1990e-58
283,4.2088e-59
284,7.7953e-60
285,1.3937e-60
286,2.3986e-61
287,3.9603e-62
288,6.2494e-63
289,9.3818e-64
290,1.3325e-64
291,1.7787e-65
292,2.2130e-66
293,2.5392e-67
294,2.6506e-68
295,2.4715e-69
296,2.0064e-70
297,1.3652e-71
298,7.3235e-73
299,2.7636e-74
300,5.5271e-76
